ifInOctets11,ifOutOctets11,ifInUcastPkts11,ifOutUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,icmpInMsgs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,target
55885576,4250169,41867,14143,0,0,0,0,0,0,0,73,69,1,217,123,151,2,65,63,3,3,normal
98912383,6735590,75215,24591,0,0,0,0,0,0,0,74,70,1,186,134,161,2,59,57,1,1,normal
80566143,7952638,62403,27600,0,8,6,2,0,0,0,56,50,5,136,102,110,3,22,21,3,3,normal
58292299,5252234,44591,15933,1,1,0,0,0,0,0,98,90,4,247,221,169,4,21,20,3,3,httpFlood
73269749,6601843,57771,19705,2,3,0,0,0,0,0,309,307,3,415,352,344,2,31,23,2,2,normal
26885181,1875539,21181,9218,0,0,0,0,0,0,0,49,41,3,217,166,102,2,16,14,2,2,normal
92690802,10527792,72724,26238,1,5,3,1,0,0,0,75,71,3,195,159,129,0,25,24,0,0,normal
82173576,6732039,62806,22148,0,4,3,1,0,0,0,72,71,5,225,119,158,2,56,55,1,1,normal
25650304,3418310,26448,13245,1,1,0,0,0,0,0,76,63,8,208,89,191,4,90,86,5,5,normal
98557012,13411013,70646,25222,1,1,0,0,0,0,0,82,72,2,227,105,205,2,100,98,1,1,normal
64481499,6891698,49429,19839,0,0,0,0,0,0,0,62,54,6,249,136,209,3,103,100,3,4,normal
59343831,4756371,46059,17480,1,10,6,2,0,0,0,509,505,6,710,595,646,6,98,108,6,5,normal
65100952,8574617,51760,20975,1,1,0,0,0,0,0,207,195,5,473,321,326,2,125,107,2,2,normal
56870442,4543734,60370,17046,2,3,0,0,0,0,0,310,304,1,461,336,434,5,96,89,5,5,normal
45527496,2977495,17848,6893,1,1,0,0,0,0,0,59,55,3,251,144,187,3,96,93,4,4,normal
62544510,4104244,83962,30557,0,4,3,1,0,0,0,75,73,0,176,101,188,4,82,78,3,3,normal
103396733,10363618,44865,17224,2,6,3,1,0,0,0,69,64,3,193,165,142,3,32,29,3,3,normal
56359204,6069108,43784,15606,0,0,0,0,0,0,0,60,53,4,139,83,100,5,21,16,5,5,httpFlood
94439479,8906992,72899,28514,0,0,0,0,0,0,0,80,77,3,145,106,130,5,23,18,5,5,httpFlood
74748336,6393910,57881,22035,0,0,0,0,0,0,0,52,48,2,136,82,118,5,28,22,5,5,normal
62184491,6620591,47605,20826,0,4,3,1,0,0,0,74,71,1,145,102,115,0,25,24,0,0,normal
70809521,3936731,55288,18359,0,4,3,1,0,0,0,86,79,4,130,103,145,1,27,26,1,1,normal
22222082,4850315,19849,13600,1,1,0,0,0,0,0,306,302,3,422,369,358,1,26,25,1,1,normal
98013291,7280082,73848,25986,1,1,0,0,0,0,0,66,66,0,180,129,115,1,17,16,1,1,normal
70250994,4489489,52677,17898,0,0,0,0,0,0,0,68,57,1,130,86,117,2,29,27,2,2,normal
27911817,3861811,22332,8678,0,8,6,2,0,0,0,71,61,1,147,109,112,1,19,18,1,1,normal
124712499,8405185,93273,33371,1,1,0,0,0,0,0,76,68,5,128,94,128,0,20,20,0,0,httpFlood
69738289,4846068,52800,17298,1,1,0,0,0,0,0,72,64,4,138,94,111,5,24,19,5,5,normal
54322105,18830792,44170,25653,0,0,0,0,0,0,0,59,56,1,163,121,111,3,20,17,3,3,normal
74294948,5258503,56612,19256,1,2,0,0,0,0,0,78,73,1,202,141,128,1,18,17,1,1,normal
82693640,9996711,65109,25926,1,9,6,2,0,0,0,54,49,5,180,92,106,1,27,31,1,1,normal
41232347,5610403,33316,12982,0,0,0,0,0,0,0,119,111,5,209,164,173,0,30,25,0,1,normal
58241768,3576771,43598,12895,0,0,0,0,0,0,0,2073,2118,1,2315,2322,2346,2,24,22,2,1,normal
43770526,3504035,74063,25275,1,1,0,0,0,0,0,3674,3677,1,3781,3786,3843,2,27,25,2,2,normal
97894785,7244878,43090,18225,1,5,3,1,0,0,0,3218,3191,1,3219,3127,3116,0,25,24,0,0,normal
58029209,3954858,46133,15289,0,4,3,1,0,0,0,416,380,3,509,423,303,1,15,14,1,1,normal
47396706,2534473,35765,11049,0,0,0,0,0,0,0,69,61,6,118,79,95,3,17,13,4,4,httpFlood
122646203,8115735,93450,28137,0,0,0,0,0,0,0,80,74,0,145,102,121,3,21,18,2,2,normal
45859912,3877304,36711,13360,2,2,0,0,0,0,0,64,60,2,152,87,118,3,28,24,3,3,normal
47768700,4213643,38945,15091,0,8,6,2,0,0,0,58,53,4,135,97,115,1,22,21,1,1,normal
58958216,3290429,45249,16531,0,0,0,0,0,0,0,77,73,1,180,146,141,0,23,23,0,0,normal
110945834,9607480,85571,33806,0,0,0,0,0,0,0,314,311,3,370,325,356,2,15,13,2,2,normal
55901548,5201175,43721,15533,0,0,0,0,0,0,0,67,62,0,207,124,101,0,15,15,1,1,normal
44762474,3228798,34647,13122,0,0,0,0,0,0,0,79,73,1,124,99,122,2,19,17,1,1,normal
124908454,10474481,95053,35406,0,8,6,2,0,0,0,66,50,3,133,96,110,1,33,32,1,1,normal
81199584,5577635,61099,23511,1,1,0,0,0,0,0,76,69,3,166,98,139,0,29,29,0,0,normal
87151452,6803578,66754,26300,0,0,0,0,0,0,0,61,55,4,184,104,167,5,61,56,5,5,normal
105331109,20504454,80176,36566,1,1,0,0,0,0,0,70,63,2,142,80,130,4,54,50,4,4,normal
-4118843750,11183994,135197,48289,0,4,3,1,0,0,0,73,70,0,139,96,121,0,22,22,0,0,httpFlood
99110634,20589293,76522,34026,0,4,3,1,0,0,0,68,61,5,203,163,111,1,20,19,1,1,httpFlood
103312159,6597127,78780,26166,1,1,0,0,0,0,0,100,98,3,215,207,255,2,14,13,1,1,normal
88278170,4123698,67005,20980,0,0,0,0,0,0,0,285,281,0,334,266,229,1,23,21,1,1,normal
163694217,7439494,122682,33925,2,4,0,0,0,0,0,57,55,1,122,91,114,2,16,14,2,2,normal
89930493,4831419,66794,20080,1,10,6,2,0,0,0,66,64,1,202,126,127,1,40,39,1,1,normal
117123042,7553236,86933,29315,0,0,0,0,0,0,0,82,74,3,249,136,190,0,83,83,0,0,normal
152060093,10983704,114562,43577,0,0,0,0,0,0,0,56,49,6,245,117,183,5,105,100,5,5,normal
123512492,7727765,92642,26301,1,1,0,0,0,0,0,73,71,0,239,133,190,1,90,108,1,1,normal
79854867,6867740,110448,39444,1,1,0,0,0,0,0,338,363,2,588,476,588,6,94,82,6,6,normal
133711987,13303771,48805,16963,0,8,6,2,0,0,0,322,294,5,443,263,373,2,120,105,2,2,normal
100526217,6762351,75510,24721,0,0,0,0,0,0,0,118,110,1,251,123,229,3,109,105,3,3,normal
110344475,6606618,80899,28825,0,0,0,0,0,0,0,299,290,3,446,328,424,4,100,95,4,4,normal
42938489,2394486,32099,10172,1,1,0,0,0,0,0,58,59,1,230,122,167,5,77,72,5,5,normal
87284560,4584775,86212,29903,0,4,3,1,0,0,0,73,68,0,152,100,137,2,36,34,2,2,normal
75048873,6667856,38789,13378,1,5,3,1,0,0,0,62,64,3,136,91,124,4,29,25,4,4,normal
66803935,7732633,52236,21800,2,2,0,0,0,0,0,68,56,4,143,88,119,4,27,23,4,4,normal
41483168,5382620,32443,14193,1,1,0,0,0,0,0,80,73,3,150,107,132,6,28,22,6,6,normal
91570818,8687659,71172,29250,0,0,0,0,0,0,0,51,48,2,113,81,110,5,26,21,5,5,normal
52204170,3349389,39534,14785,0,4,3,1,0,0,0,78,75,2,155,111,119,0,17,17,0,0,httpFlood
82148798,4907794,63087,21751,2,6,3,1,0,0,0,80,73,3,205,156,128,1,16,15,1,1,normal
73770405,6838705,58072,22706,0,0,0,0,0,0,0,306,305,3,446,403,360,1,22,21,1,1,normal
67349232,5808263,51656,19087,1,2,0,0,0,0,0,71,69,0,163,130,118,1,22,21,1,1,normal
75910440,4991097,57590,18682,0,0,0,0,0,0,0,69,56,1,172,121,111,2,25,23,2,2,normal
17827020,2533217,14618,7522,0,8,6,2,0,0,0,64,58,1,171,141,111,1,14,13,1,1,normal
86950378,4806085,84541,33396,2,2,0,0,0,0,0,78,71,5,154,95,120,0,15,15,0,0,normal
85549057,13974553,47183,18465,1,1,0,0,0,0,0,66,64,4,162,124,118,5,23,18,5,5,httpFlood
74078440,9801159,55868,29125,2,2,0,0,0,0,0,61,54,1,129,87,108,3,21,18,3,3,normal
77435455,10723590,60693,30367,0,0,0,0,0,0,0,79,74,1,191,142,122,1,13,13,1,1,normal
88330733,7574619,67660,31424,0,8,6,2,0,0,0,55,49,5,142,116,110,1,19,17,1,1,httpFlood
54714585,3784949,41375,17495,0,0,0,0,0,0,0,92,89,0,239,224,154,0,21,21,0,0,normal
80715882,5536754,60679,22232,0,0,0,0,0,0,0,2776,2824,3,3010,3047,3138,2,24,22,2,2,normal
87937138,7555017,75361,37384,0,0,0,0,0,0,0,3941,3952,1,4086,4037,3995,2,24,22,2,2,normal
78835629,12062547,63514,30784,0,4,3,1,0,0,0,2629,2559,1,2576,2427,2357,0,28,27,0,0,normal
104996597,8066810,77431,40174,2,6,3,1,0,0,0,60,56,3,159,128,121,1,19,18,1,1,httpFlood
33700255,2716376,26012,11555,4,5,0,0,0,0,0,73,63,6,131,90,104,3,20,17,4,4,httpFlood
144922998,15233574,109907,47727,1,0,0,0,0,0,0,70,72,0,182,134,122,3,19,16,2,2,normal
69777267,7648742,55229,40077,1,2,0,0,0,0,0,68,59,2,131,88,113,3,21,18,3,3,httpFlood
73618659,8969622,56969,15371,2,12,6,2,0,0,0,62,56,4,168,141,112,1,16,14,1,1,normal
114089628,9601255,87147,41180,0,0,0,0,0,0,0,78,72,1,147,92,118,0,16,16,0,0,normal
130402008,9597608,98723,40253,1,2,0,0,0,0,0,313,308,3,477,437,378,2,25,24,2,2,normal
28479161,9205658,23447,19120,0,0,0,0,0,0,0,70,62,1,192,164,105,1,25,23,1,1,normal
102665198,11096735,78168,38943,0,0,0,0,0,0,0,84,72,0,225,196,125,1,19,18,1,1,normal
115927725,10193861,87975,39516,0,8,6,2,0,0,0,60,53,3,140,87,104,1,30,29,1,1,normal
85878769,5625935,64521,25852,0,0,0,0,0,0,0,75,69,4,207,98,150,0,56,56,0,0,normal
90715221,5660864,66929,29289,2,2,0,0,0,0,0,63,68,3,200,150,180,5,54,49,5,5,normal
30126169,4389312,25913,14831,2,2,0,0,0,0,0,73,53,2,159,123,117,4,35,31,4,4,normal
138129088,8411610,102732,43011,3,7,3,1,0,0,0,78,74,0,196,143,138,1,23,22,0,0,normal
-4171644682,9194533,92887,35583,0,4,3,1,0,0,0,78,66,6,154,92,109,1,19,17,1,1,httpFlood
38224496,3087907,30008,11217,0,0,0,0,0,0,0,261,258,1,422,403,370,2,20,19,1,1,normal
106703199,6965727,122587,49855,1,1,0,0,0,0,0,132,125,2,190,131,120,1,20,19,1,1,httpFlood
121312845,7376937,49114,17846,0,0,0,0,0,0,0,59,62,1,165,85,123,2,36,34,2,2,normal
62515412,4889453,47794,20443,0,8,6,2,0,0,0,62,54,1,190,90,181,1,85,84,1,1,normal
139439070,7749444,102767,34437,0,0,0,0,0,0,0,80,73,5,256,134,193,0,90,90,0,0,normal
102673738,10724506,78195,37362,0,0,0,0,0,0,0,57,50,4,233,123,179,6,96,90,6,6,normal
87129277,7080340,65408,28295,0,0,0,0,0,0,0,73,69,0,222,94,185,1,92,90,2,3,normal
120131364,7760474,90404,38786,1,1,0,0,0,0,0,77,74,2,228,97,214,3,107,104,3,2,normal
89336075,13122318,67079,40795,0,8,6,2,0,0,0,504,501,5,740,625,681,6,129,124,6,6,normal
100441844,18410296,75625,41793,1,1,0,0,0,0,0,206,199,0,375,220,338,3,98,95,2,2,normal
100397812,15167756,73696,35569,2,2,0,0,0,0,0,294,289,3,430,347,412,4,90,85,5,5,normal
35063234,5650199,27644,16707,0,0,0,0,0,0,0,64,59,1,207,150,112,5,36,31,4,4,normal
137608601,25205972,101229,56325,1,5,3,1,0,0,0,79,72,5,198,170,131,3,21,18,3,3,httpFlood
87461197,18591821,66172,36050,0,4,3,1,0,0,0,68,60,5,132,92,112,3,22,19,3,3,httpFlood
35186679,8626415,28388,17970,0,0,0,0,0,0,0,66,59,8,180,128,121,5,29,23,6,6,normal
113472304,19810529,84821,62401,0,0,0,0,0,0,0,74,72,2,247,192,131,5,24,20,5,5,normal
102203760,24808168,78349,38969,0,0,0,0,0,0,0,60,55,4,165,136,115,4,24,20,3,3,normal
91437062,15468964,69895,43109,1,9,6,2,0,0,0,73,64,2,210,157,119,1,19,22,1,1,normal
116588864,17066422,85854,55547,1,1,0,0,0,0,0,88,79,7,180,144,129,0,19,15,0,0,httpFlood
135504137,13407411,101675,64073,1,1,0,0,0,0,0,308,301,5,429,409,361,2,17,15,2,2,httpFlood
61526334,5682674,45557,30404,2,2,0,0,0,0,0,79,69,2,196,144,115,0,12,12,0,0,normal
106127443,6497034,77255,33709,1,1,0,0,0,0,0,67,54,3,190,161,126,2,21,19,2,2,httpFlood
31675262,5227095,26245,13537,0,8,6,2,0,0,0,67,61,5,259,207,107,1,19,18,1,1,httpFlood
135144141,17071987,99635,47439,1,1,0,0,0,0,0,81,74,3,232,196,134,0,27,32,0,0,normal
104906462,16955506,77822,40528,3,3,0,0,0,0,0,64,57,4,126,90,108,5,26,16,5,5,normal
34435758,3558780,26066,12880,1,1,0,0,0,0,0,61,58,2,175,130,117,4,21,17,4,5,httpFlood
115730853,9680534,85108,52684,1,5,3,1,0,0,0,71,72,0,191,135,134,5,23,18,5,4,normal
90269740,22552646,74150,25749,0,4,3,1,0,0,0,64,58,5,116,94,116,1,25,24,1,1,normal
82055289,8124498,61531,27086,0,0,0,0,0,0,0,1682,1725,0,1963,1930,2014,1,25,24,1,1,normal
86981962,10706745,74949,43824,0,0,0,0,0,0,0,3918,3967,3,4031,3966,4009,1,24,23,1,1,normal
94550056,9650195,75763,32244,2,2,0,0,0,0,0,3429,3370,1,3495,3449,3345,2,22,20,2,2,normal
60842165,6392661,48572,17052,2,7,3,1,0,0,0,444,393,1,438,357,307,0,16,16,0,1,normal
92900856,5906665,70050,22864,0,4,3,1,0,0,0,78,75,4,231,165,128,1,32,31,1,0,normal
42527647,7805514,34533,16585,0,0,0,0,0,0,0,60,49,6,156,80,112,4,24,19,5,5,normal
123979147,10679188,96431,37220,1,1,0,0,0,0,0,71,70,0,143,98,128,2,20,19,1,1,normal
81413447,8116599,64681,28338,3,5,0,0,0,0,0,57,54,2,169,119,104,3,23,18,3,3,httpFlood
23607553,7776405,20994,20454,0,8,6,2,0,0,0,67,61,4,137,102,124,1,23,24,1,1,normal
107101393,13808638,87974,39693,1,1,0,0,0,0,0,87,84,1,214,175,148,0,21,18,0,0,normal
50340416,15104001,61954,35317,0,0,0,0,0,0,0,308,301,3,396,343,339,2,26,24,2,2,normal
102392879,10627067,57588,23673,0,0,0,0,0,0,0,71,55,1,155,96,121,1,22,21,2,2,normal
55052799,5787988,43226,16173,1,4,3,1,0,0,0,73,70,0,145,101,128,1,33,32,0,0,normal
81502295,10197372,64337,28649,2,8,3,1,0,0,0,62,56,3,204,127,166,1,58,57,1,1,normal
63802925,5562303,49791,18940,0,0,0,0,0,0,0,69,65,4,162,90,133,3,52,49,3,3,normal
76061290,8644793,60285,24842,0,0,0,0,0,0,0,77,71,3,124,96,132,3,29,26,3,3,normal
80853391,8073944,62562,26201,1,1,0,0,0,0,0,52,48,2,132,78,103,4,19,15,4,4,httpFlood
51562452,2763766,38627,12647,0,4,3,1,0,0,0,73,71,2,200,107,109,0,10,10,0,0,normal
79684579,5988660,59151,20076,1,6,3,1,0,0,0,63,55,3,265,192,130,1,16,15,1,1,normal
50892906,5339373,40458,16422,0,0,0,0,0,0,0,321,323,1,409,330,354,2,26,32,2,2,normal
81333212,6080302,60614,20615,0,0,0,0,0,0,0,80,70,2,179,106,158,2,60,51,1,1,normal
59927379,5516651,45114,15877,0,0,0,0,0,0,0,62,59,1,192,78,155,2,81,79,2,2,normal
-4271036481,3223584,18969,8321,0,8,6,2,0,0,0,69,62,1,235,105,198,1,99,96,1,1,normal
103726173,7949544,77800,29478,1,1,0,0,0,0,0,81,72,5,224,100,210,0,100,100,0,0,normal
53446191,3902408,39995,13764,0,0,0,0,0,0,0,64,64,4,253,132,195,11,106,95,11,11,normal
63511213,3800202,64901,19775,2,2,0,0,0,0,0,64,54,1,240,127,192,3,107,103,3,3,normal
54242651,3190113,22436,9780,1,1,0,1,0,0,0,74,72,1,291,131,247,2,118,116,2,3,normal
106109518,8640899,79507,26509,1,9,6,1,0,0,0,520,518,5,721,603,662,6,100,94,6,5,normal
42557260,2476288,31610,10142,0,0,0,0,0,0,0,218,204,0,375,265,321,3,93,90,3,4,normal
67004781,3840833,49054,16861,0,0,0,0,0,0,0,296,284,1,382,321,356,4,45,46,4,3,normal
103579934,15376769,77715,31241,0,0,0,0,0,0,0,58,50,1,122,89,108,4,27,16,5,5,normal
72713200,25800154,58207,32352,2,6,3,2,0,0,0,81,70,1,153,119,122,4,17,13,4,4,normal
72781114,3083502,52899,15224,8,13,3,0,0,0,0,82,78,5,206,160,139,8,28,20,8,8,normal
58547904,4948503,45486,16191,1,2,0,0,0,0,0,70,50,6,173,130,116,7,26,19,7,7,normal
91607777,14542812,68455,28261,0,0,0,0,0,0,0,86,70,0,200,144,126,4,24,20,3,3,normal
47384349,4047752,35031,12949,0,0,0,0,0,0,0,67,55,2,126,87,108,3,25,22,3,3,normal
79527702,4114966,60065,20244,1,9,6,2,0,0,0,70,62,4,190,141,121,1,26,25,1,1,normal
106467781,6630933,79812,28428,1,1,0,0,0,0,0,98,85,1,169,119,144,0,21,21,0,0,normal
61463095,5457150,46411,18020,0,0,0,0,0,0,0,307,298,1,380,333,353,2,26,27,2,2,normal
45460198,2279875,33249,10285,3,6,0,0,0,0,0,77,60,1,143,107,114,4,26,19,4,4,normal
42404126,3813824,32025,11856,0,0,0,0,0,0,0,87,73,0,175,116,138,4,25,21,4,4,normal
90019213,4962003,66845,23304,0,8,6,2,0,0,0,60,50,3,116,84,103,1,19,18,1,1,httpFlood
57584993,3719869,43256,14383,0,0,0,0,0,0,0,79,68,4,216,153,115,0,19,19,2,2,httpFlood
45984268,4034225,35113,12961,0,0,0,0,0,0,0,76,74,3,164,112,137,5,31,26,3,3,normal
50943368,4658526,38893,15843,1,2,0,0,0,0,0,68,48,2,126,89,96,4,21,17,4,4,httpFlood
141543531,7080230,103265,27133,0,4,3,1,0,0,0,85,71,2,187,144,128,0,20,20,0,0,httpFlood
61802280,3328864,45354,14524,2,7,3,1,0,0,0,1728,1786,5,1938,1939,2021,1,15,14,1,1,normal
62655093,7524022,75932,33435,0,0,0,0,0,0,0,3218,3206,1,3332,3299,3307,6,29,23,6,6,normal
107976681,4539774,61153,19388,1,1,0,0,0,0,0,3218,3211,0,3263,3255,3277,2,20,23,2,2,httpFlood
43237421,3980415,32021,11556,1,1,0,0,0,0,0,1358,1277,1,1253,1131,1088,2,20,14,2,2,normal
47771438,3890051,35785,11820,0,8,6,2,0,0,0,66,56,1,141,102,115,1,19,17,1,1,normal
43820808,19980490,35343,22964,1,2,0,0,0,0,0,83,70,5,181,140,127,0,25,25,0,0,normal
116999040,11820544,92702,41099,1,0,0,0,0,0,0,67,56,4,142,92,113,5,25,20,5,5,normal
65438652,5572589,51924,20369,2,2,0,0,0,0,0,80,66,1,163,100,119,3,26,23,3,3,normal
83710891,6581406,64817,25168,0,1,0,0,0,0,0,81,72,1,167,107,136,1,28,27,1,1,normal
177320996,13076749,135382,43986,1,8,6,2,0,0,0,62,49,5,132,89,102,1,20,19,1,1,httpFlood
74266786,3822757,55796,15848,0,0,0,0,0,0,0,91,88,0,192,158,137,0,21,21,0,0,normal
90123917,3891686,66162,17906,0,0,0,0,0,0,0,307,290,3,438,381,357,2,26,24,2,2,normal
90367056,5970013,67151,20779,0,0,0,0,0,0,0,68,65,1,183,89,126,3,35,33,2,2,normal
195898236,10755257,142425,40770,2,7,3,1,0,0,0,76,76,1,181,108,176,0,61,61,0,0,normal
79644006,7240774,59972,22905,2,6,3,1,0,0,0,68,59,3,156,90,144,1,54,53,1,1,normal
81701223,8096287,62235,24502,3,4,0,0,0,0,0,65,58,6,142,96,121,3,32,29,3,3,normal
76257467,11017974,121816,47189,3,4,0,0,0,0,0,70,67,0,142,97,121,2,15,12,3,3,normal
114456307,9215050,24337,10380,0,0,0,0,0,0,0,64,64,2,125,93,110,4,27,24,3,3,normal
71922077,7516676,56338,22044,0,8,6,2,0,0,0,70,62,4,249,207,125,1,17,16,1,1,httpFlood
114311135,12708071,110381,38476,0,0,0,0,0,0,0,89,84,1,188,147,146,1,18,18,0,0,normal
94658382,5490876,47056,17311,4,4,0,0,0,0,0,300,297,1,450,364,365,2,43,51,3,3,normal
90336809,6792014,66380,20401,1,1,0,0,0,0,0,64,60,3,281,164,184,2,87,92,1,1,normal
122786087,7980901,89326,30890,1,1,0,1,0,0,0,75,73,0,228,97,198,1,99,98,1,1,normal
116803135,9577362,86995,31641,0,8,6,1,0,0,0,59,54,3,237,121,189,1,111,93,1,1,normal
79620191,5156664,58514,17552,1,1,0,0,0,0,0,73,66,4,221,94,184,0,91,90,2,2,normal
121944428,5797796,88995,24910,0,0,0,0,0,0,0,68,74,3,256,139,207,5,109,105,3,3,normal
85017091,5832785,65023,20728,2,2,0,0,0,0,0,62,48,2,204,82,195,4,104,100,4,4,normal
-4139428616,25113196,116055,45095,2,6,3,1,0,0,0,78,71,0,233,107,215,0,95,95,0,0,normal
72286083,4510588,53614,17001,1,5,3,1,0,0,0,492,485,5,644,557,629,7,90,83,7,7,normal
109503250,8011619,81397,26584,2,2,0,0,0,0,0,447,439,1,529,480,494,3,36,33,4,4,normal
69855999,3889898,52128,14124,0,0,0,0,0,0,0,79,77,2,166,117,133,4,30,30,3,3,normal
102922676,6086147,76136,26897,2,3,0,0,0,0,0,59,55,1,136,101,105,4,19,16,4,4,normal
30796564,2499604,23514,9099,3,11,6,2,0,0,0,61,58,1,133,108,124,4,23,14,4,4,normal
107553796,5153153,79130,32495,0,0,0,0,0,0,0,79,73,5,164,110,130,2,28,26,2,2,normal
96751583,5836400,72289,13311,0,0,0,0,0,0,0,63,58,4,197,149,120,8,25,17,8,8,normal
61000331,5101736,45700,16995,1,1,0,0,0,0,0,62,61,2,132,94,111,5,23,18,5,6,httpFlood
107810989,10742828,81467,32660,0,0,2,1,0,0,0,75,72,0,130,94,123,1,21,20,1,0,normal
119033188,13706856,90248,44191,2,11,4,1,0,0,0,62,55,5,169,125,120,1,26,25,1,1,normal
68927375,5339440,51252,19805,0,0,0,0,0,0,0,112,109,0,184,139,184,0,18,17,1,1,normal
90361183,6747945,65911,25970,0,0,0,0,0,0,0,285,277,6,350,318,321,2,30,29,1,1,normal
49090004,4673323,37659,13112,2,2,0,0,0,0,0,71,57,1,141,85,100,2,23,21,2,2,normal
112105908,8328770,83358,28766,0,4,3,1,0,0,0,77,71,1,147,109,125,0,17,17,0,0,normal
107727835,8883780,79700,31233,1,5,3,1,0,0,0,62,56,3,106,77,104,1,13,12,1,1,normal
41090041,3393089,31471,11568,1,1,0,0,0,0,0,68,59,8,173,97,106,3,18,15,4,4,httpFlood
85428937,5843436,99734,31799,0,0,0,0,0,0,0,79,73,2,188,141,134,3,20,17,2,2,httpFlood
121371283,12248403,80735,30238,0,0,0,0,0,0,0,61,62,4,129,87,106,3,17,14,3,3,httpFlood
73078232,17192852,62104,30821,1,9,6,2,0,0,0,2131,2163,6,2366,2363,2415,1,20,19,1,1,httpFlood
128190560,5625754,73348,30160,0,0,0,0,0,0,0,2478,2426,3,2359,2290,2281,0,13,15,0,0,normal
104061344,7523166,80090,30667,0,0,0,0,0,0,0,2300,2357,3,2542,2535,2614,2,22,18,2,2,httpFlood
67265192,9588320,49848,23477,1,1,0,0,0,0,0,2531,2457,5,2435,2347,2308,1,24,23,1,1,normal
137876533,10459840,101874,39616,0,0,0,0,0,0,0,78,73,3,193,103,130,1,23,22,1,1,normal
105847393,9476929,80072,32496,3,11,6,2,0,0,0,58,50,6,199,161,119,1,24,23,1,1,normal
132599945,8948889,94034,37395,1,1,0,0,0,0,0,75,69,4,187,133,114,0,12,11,0,0,normal
128760990,11002043,93114,54557,1,2,0,0,0,0,0,64,56,5,186,163,117,5,25,22,5,5,normal
37410219,3509973,30667,14875,1,1,0,0,0,0,0,66,61,4,183,90,124,4,31,25,4,4,normal
163757889,14312721,124307,49173,1,5,3,1,0,0,0,75,75,0,178,140,130,0,21,21,0,0,normal
111259662,7905092,81624,27868,1,6,3,1,0,0,0,69,56,5,130,89,109,1,25,23,1,1,normal
50915237,5191353,37981,35523,0,0,0,0,0,0,0,268,288,1,433,384,380,1,30,28,1,1,normal
105951604,8855577,77285,8153,0,0,0,0,0,0,0,130,92,2,194,136,142,1,38,37,1,1,normal
118787327,11520067,88703,35620,0,0,0,0,0,0,0,61,57,1,159,91,136,2,50,48,2,2,normal
67898717,5413832,50506,17530,1,9,6,2,0,0,0,66,61,1,181,130,152,1,53,52,1,1,normal
119365132,8674476,86241,29144,0,0,0,0,0,0,0,80,72,6,134,97,120,0,24,25,0,0,normal
